,Date,Merchant,Method,金額 (USD),金額 (JPY),Notes,備考,月,Category,,,,,,,,,,,,,,,,,,,,,,,,,,
,5/8,tsunami,paypay H,,"-¥6,237",,,2025-05,食費,,,,,,,,,,,,,,,,,,,,,,,,,,
,5/8,東急,paypay H,,"-¥5,388",,,2025-05,食費,,,,,,,,,,,,,,,,,,,,,,,,,,
,5/9,東急,paypay H,,"-¥2,998",,,2025-05,食費,,,,,,,,,,,,,,,,,,,,,,,,,,
,5/9,flo,paypay H,,"-¥6,003",,,2025-05,食費,,,,,,,,,,,,,,,,,,,,,,,,,,
,5/10,東急,paypay H,,"-¥6,842",,,2025-05,食費,,,,,,,,,,,,,,,,,,,,,,,,,,
,5/11,いなげや,paypay H,,"-¥3,214",,,2025-05,食費,,,,,,,,,,,,,,,,,,,,,,,,,,
,5/12,東急,paypay H,,"-¥5,766",,,2025-05,食費,,,,,,,,,,,,,,,,,,,,,,,,,,
,5/13,木曽路,paypay H,,"-¥4,104",,,2025-05,食費,,,,,,,,,,,,,,,,,,,,,,,,,,
,5/13,木曽路,paypay H,,"-¥5,720",,,2025-05,食費,,,,,,,,,,,,,,,,,,,,,,,,,,
,5/14,Ok store,paypay H,,-¥322,,,2025-05,食費,,,,,,,,,,,,,,,,,,,,,,,,,,
,5/14,東急,paypay H,,"-¥5,327",,,2025-05,食費,,,,,,,,,,,,,,,,,,,,,,,,,,
,5/14,文明堂,paypay H,,"-¥1,874",,,2025-05,食費,,,,,,,,,,,,,,,,,,,,,,,,,,
,5/15,jessy pizza,cash H,,"-¥16,159",,,2025-05,食費,,,,,,,,,,,,,,,,,,,,,,,,,,
,5/15,東急,paypay H,,"-¥2,045",,,2025-05,食費,,,,,,,,,,,,,,,,,,,,,,,,,,
,5/15,楽天　海鮮小樽,Prestia,,"-¥3,060",,,2025-05,食費,,,,,,,,,,,,,,,,,,,,,,,,,,
,5/16,立花,paypay H,,"-¥1,990",,,2025-05,食費,,,,,,,,,,,,,,,,,,,,,,,,,,
,5/16,hakuta,paypay H,,"-¥7,890",,,2025-05,食費,,,,,,,,,,,,,,,,,,,,,,,,,,
,5/16,maruetsu,paypay H,,-¥95,,,2025-05,食費,,,,,,,,,,,,,,,,,,,,,,,,,,
,5/17,高倉町珈琲店,paypay H,,"-¥8,760",,,2025-05,食費,,,,,,,,,,,,,,,,,,,,,,,,,,
,5/19,東急,paypay W,,"-¥7,435",,,2025-05,食費,,,,,,,,,,,,,,,,,,,,,,,,,,
,5/20,小川畜産,paypay H,,"-¥2,450",,,2025-05,食費,,,,,,,,,,,,,,,,,,,,,,,,,,
,5/20,東急,paypay W,,"-¥2,689",,,2025-05,食費,,,,,,,,,,,,,,,,,,,,,,,,,,
,5/20,atre グリーングルメ,paypay H,,"-¥2,188",,,2025-05,食費,,,,,,,,,,,,,,,,,,,,,,,,,,
,5/20,大井食品館,paypay H,,"-¥2,840",,,2025-05,食費,,,,,,,,,,,,,,,,,,,,,,,,,,
,5/21,costco,現金 H,,"-¥1,180",,,2025-05,食費,,,,,,,,,,,,,,,,,,,,,,,,,,
,5/21,しかく,paypay H,,"-¥3,190",,,2025-05,食費,,,,,,,,,,,,,,,,,,,,,,,,,,
,5/22,fepa,paypay H,,"-¥8,822",,,2025-05,食費,,,,,,,,,,,,,,,,,,,,,,,,,,
,5/22,さぼてん,paypay H,,"-¥1,065",,,2025-05,食費,,,,,,,,,,,,,,,,,,,,,,,,,,
,5/22,東急,paypay H,,"-¥4,382",,,2025-05,食費,,,,,,,,,,,,,,,,,,,,,,,,,,
,5/23,東急,paypay H,,-¥816,,,2025-05,食費,,,,,,,,,,,,,,,,,,,,,,,,,,
,5/23,東急,paypay H,,"-¥4,313",,,2025-05,食費,,,,,,,,,,,,,,,,,,,,,,,,,,
,5/23,jessy pizza,現金 H,,"-¥4,340",,,2025-05,食費,,,,,,,,,,,,,,,,,,,,,,,,,,
,5/24,東急,paypay W,,"-¥2,046",,,2025-05,食費,,,,,,,,,,,,,,,,,,,,,,,,,,
,5/26,kaldi,paypay H,,"-¥3,936",,,2025-05,食費,,,,,,,,,,,,,,,,,,,,,,,,,,
,5/26,東急,paypay H,,"-¥4,426",,,2025-05,食費,,,,,,,,,,,,,,,,,,,,,,,,,,
,5/26,hakuta,paypay H,,"-¥6,000",,,2025-05,食費,,,,,,,,,,,,,,,,,,,,,,,,,,
,5/27,flo,paypay H,,"-¥3,152",,,2025-05,食費,,,,,,,,,,,,,,,,,,,,,,,,,,
,5/27,東急,paypay H,,"-¥3,383",,,2025-05,食費,,,,,,,,,,,,,,,,,,,,,,,,,,
,5/27,miimosa,paypay H,,"-¥8,800",,,2025-05,食費,,,,,,,,,,,,,,,,,,,,,,,,,,
,5/28,東急,paypay H,,"-¥3,609",,,2025-05,食費,,,,,,,,,,,,,,,,,,,,,,,,,,
,5/29,fepa,paypay H,,"-¥2,728",,,2025-05,食費,,,,,,,,,,,,,,,,,,,,,,,,,,
,5/29,lawson,paypay H,,-¥127,,,2025-05,食費,,,,,,,,,,,,,,,,,,,,,,,,,,
,5/29,lawson,paypay H,,-¥138,,,2025-05,食費,,,,,,,,,,,,,,,,,,,,,,,,,,
,5/29,文明堂,paypay H,,"-¥1,118",,,2025-05,食費,,,,,,,,,,,,,,,,,,,,,,,,,,
,5/31,7-Eleven,nanaco H,,"-¥1,161",,,2025-05,食費,,,,,,,,,,,,,,,,,,,,,,,,,,
,5/13,サイゼリヤ,Prestia,,"-¥4,710",,,2025-05,食費,,,,,,,,,,,,,,,,,,,,,,,,,,
,5/14,7-Eleven,PayPay W,,"-¥1,485",,,2025-05,食費,,,,,,,,,,,,,,,,,,,,,,,,,,
,5/14,Komeda,PayPay W,,"-¥2,470",,,2025-05,食費,,,,,,,,,,,,,,,,,,,,,,,,,,
,5/18,Delifrance,PayPay W,,"-¥1,244",,,2025-05,食費,,,,,,,,,,,,,,,,,,,,,,,,,,
,5/19,Hakuta,PayPay W,,"-¥1,730",,,2025-05,食費,,,,,,,,,,,,,,,,,,,,,,,,,,
,5/20,McDonald's,PayPay W,,-¥930,,,2025-05,食費,,,,,,,,,,,,,,,,,,,,,,,,,,
,5/20,Shitara,PayPay W,,"-¥6,005",,,2025-05,食費,,,,,,,,,,,,,,,,,,,,,,,,,,
,5/21,Starbucks,PayPay W,,"-¥1,340",,,2025-05,食費,,,,,,,,,,,,,,,,,,,,,,,,,,
,5/21,MOS BURGER,PayPay W,,"-¥1,720",,,2025-05,食費,,,,,,,,,,,,,,,,,,,,,,,,,,
,5/22,Komeda,PayPay W,,"-¥1,220",,,2025-05,食費,,,,,,,,,,,,,,,,,,,,,,,,,,
,5/23,松屋,PayPay W,,-¥770,,,2025-05,食費,,,,,,,,,,,,,,,,,,,,,,,,,,
,5/24,Kanadelica,PayPay W,,"-¥5,379",,,2025-05,食費,,,,,,,,,,,,,,,,,,,,,,,,,,
,5/25,Sweets Plus,PayPay W,,"-¥10,420",,,2025-05,食費,,,,,,,,,,,,,,,,,,,,,,,,,,
,5/29,Kura,PayPay W,,"-¥3,240",,,2025-05,食費,,,,,,,,,,,,,,,,,,,,,,,,,,
,5/29,Lawson,PayPay W,,-¥384,,,2025-05,食費,,,,,,,,,,,,,,,,,,,,,,,,,,
,5/30,Sweets Plus,PayPay W,,"-¥10,483",,,2025-05,食費,,,,,,,,,,,,,,,,,,,,,,,,,,
,5/30,McDonald's,PayPay W,,-¥930,,,2025-05,食費,,,,,,,,,,,,,,,,,,,,,,,,,,
,5/31,7-Eleven,PayPay W,,"-¥2,812",,,2025-05,食費,,,,,,,,,,,,,,,,,,,,,,,,,,
,5/31,Mansei,PayPay W,,"-¥8,679",,,2025-05,食費,,,,,,,,,,,,,,,,,,,,,,,,,,
,5/4,から好し,PayPay W,,"-¥2,755",,,2025-05,食費,,,,,,,,,,,,,,,,,,,,,,,,,,
,5/4,7-Eleven,PayPay W,,"-¥1,103",,,2025-05,食費,,,,,,,,,,,,,,,,,,,,,,,,,,
,5/4,から好し,PayPay W,,-¥760,,,2025-05,食費,,,,,,,,,,,,,,,,,,,,,,,,,,
,5/5,7-Eleven,PayPay W,,-¥300,,,2025-05,食費,,,,,,,,,,,,,,,,,,,,,,,,,,
,5/5,7-Eleven,PayPay W,,-¥658,,,2025-05,食費,,,,,,,,,,,,,,,,,,,,,,,,,,
,5/6,Komeda,PayPay W,,"-¥4,000",,,2025-05,食費,,,,,,,,,,,,,,,,,,,,,,,,,,
,5/6,7-Eleven,PayPay W,,-¥821,,,2025-05,食費,,,,,,,,,,,,,,,,,,,,,,,,,,
諸々,,,,$0.00,"-¥216,427",¥0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,5/5,Amazon JP,paypay H,,"-¥1,698",,読書灯,2025-05,諸々,,,,,,,,,,,,,,,,,,,,,,,,,,
,5/5,Amazon JP,paypay H,,"-¥8,308",,水筒、マリオ筆箱、消しゴム,2025-05,諸々,,,,,,,,,,,,,,,,,,,,,,,,,,
,5/5,Amazon JP,paypay H,,-¥999,,鉛筆,2025-05,諸々,,,,,,,,,,,,,,,,,,,,,,,,,,
,5/6,ラフラフイオンタウン,paypay H,,"-¥1,848",,マリオ色鉛筆,2025-05,諸々,,,,,,,,,,,,,,,,,,,,,,,,,,
,5/6,sanki,paypay H,,"-¥16,331",,,2025-05,諸々,,,,,,,,,,,,,,,,,,,,,,,,,,
,5/7,daiso,paypay H,,-¥770,,,2025-05,諸々,,,,,,,,,,,,,,,,,,,,,,,,,,
,5/7,ココカラファイン,paypay H,,-¥250,,,2025-05,諸々,,,,,,,,,,,,,,,,,,,,,,,,,,
,5/8,loft,paypay H,,"-¥3,553",,,2025-05,諸々,,,,,,,,,,,,,,,,,,,,,,,,,,
,5/8,無印良品,paypay H,,"-¥2,990",,,2025-05,諸々,,,,,,,,,,,,,,,,,,,,,,,,,,
,5/8,daiso,paypay H,,"-¥2,420",,,2025-05,諸々,,,,,,,,,,,,,,,,,,,,,,,,,,
,5/8,Amazon JP,paypay H,,"-¥5,413",,タオル、帽子、スクラブ、ワッペン,2025-05,諸々,,,,,,,,,,,,,,,,,,,,,,,,,,
,5/8,Amazon JP,paypay H,,"-¥3,821",,,2025-05,諸々,,,,,,,,,,,,,,,,,,,,,,,,,,
,5/8,Amazon JP,paypay H,,"-¥3,674",,椿油、サングラス,2025-05,諸々,,,,,,,,,,,,,,,,,,,,,,,,,,
,5/11,seria,paypay H,,-¥990,,,2025-05,諸々,,,,,,,,,,,,,,,,,,,,,,,,,,
,5/11,Amazon JP,paypay H,,"-¥1,699",,ワッペン、鉛筆削り,2025-05,諸々,,,,,,,,,,,,,,,,,,,,,,,,,,
,5/12,daiso,paypay H,,"-¥1,320",,,2025-05,諸々,,,,,,,,,,,,,,,,,,,,,,,,,,
,5/12,マツモトキヨシ,paypay H,,"-¥1,745",,,2025-05,諸々,,,,,,,,,,,,,,,,,,,,,,,,,,
,5/12,Amazon JP,paypay H,,"-¥1,120",,コーヒーフィルター,2025-05,諸々,,,,,,,,,,,,,,,,,,,,,,,,,,
,5/13,Amazon JP,paypay H,,"-¥3,910",,ベープ、ワッペン,2025-05,諸々,,,,,,,,,,,,,,,,,,,,,,,,,,
,5/14,shimachu homes,paypay H,,"-¥1,958",,アースノーマット,2025-05,諸々,,,,,,,,,,,,,,,,,,,,,,,,,,
,5/14,しまむら,paypay H,,"-¥3,366",,,2025-05,諸々,,,,,,,,,,,,,,,,,,,,,,,,,,
,5/14,daiso,paypay H,,-¥330,,,2025-05,諸々,,,,,,,,,,,,,,,,,,,,,,,,,,
,5/15,楽天 polacoco,Prestia,,"-¥1,387",,,2025-05,諸々,,,,,,,,,,,,,,,,,,,,,,,,,,
,5/16,マツモトキヨシ,paypay H,,"-¥3,574",,,2025-05,諸々,,,,,,,,,,,,,,,,,,,,,,,,,,
,5/16,郵便局,paypay H,,-¥51,,,2025-05,諸々,,,,,,,,,,,,,,,,,,,,,,,,,,
,5/16,Amazon JP,paypay W,,"-¥2,348",,水着、鉛筆キャップ,2025-05,諸々,,,,,,,,,,,,,,,,,,,,,,,,,,
,5/18,ココカラファイン,paypay H,,-¥324,,,2025-05,諸々,,,,,,,,,,,,,,,,,,,,,,,,,,
,5/18,靴下屋,paypay H,,"-¥1,386",,,2025-05,諸々,,,,,,,,,,,,,,,,,,,,,,,,,,
,5/19,和光,paypay H,,"-¥93,500",,寛子メガネ,2025-05,諸々,,,,,,,,,,,,,,,,,,,,,,,,,,
,5/19,mizuho,現金,,"¥2,114",,,2025-05,諸々,,,,,,,,,,,,,,,,,,,,,,,,,,
,5/20,marks&web,paypay H,,"-¥2,300",,,2025-05,諸々,,,,,,,,,,,,,,,,,,,,,,,,,,
,5/20,atre 3 coins,paypay H,,-¥330,,理咲ヘアアクセ,2025-05,諸々,,,,,,,,,,,,,,,,,,,,,,,,,,
,5/20,can do,paypay H,,-¥764,,,2025-05,諸々,,,,,,,,,,,,,,,,,,,,,,,,,,
,5/20,Amazon JP,paypay H,,"-¥9,675",,オムツ、ホイップル,2025-05,諸々,,,,,,,,,,,,,,,,,,,,,,,,,,
,5/21,super sports xebio,paypay H,,-¥216,,,2025-05,諸々,,,,,,,,,,,,,,,,,,,,,,,,,,
,5/21,loft,paypay H,,"-¥1,760",,,2025-05,諸々,,,,,,,,,,,,,,,,,,,,,,,,,,
,5/21,right on,paypay H,,"-¥2,790",,玲マリオシャツ,2025-05,諸々,,,,,,,,,,,,,,,,,,,,,,,,,,
,5/22,ココカラファイン,paypay H,,"-¥2,430",,,2025-05,諸々,,,,,,,,,,,,,,,,,,,,,,,,,,
,5/23,ココカラファイン,paypay H,,"-¥4,233",,,2025-05,諸々,,,,,,,,,,,,,,,,,,,,,,,,,,
,5/28,モーリーファンタジー,paypay H,,"-¥2,000",,,2025-05,諸々,,,,,,,,,,,,,,,,,,,,,,,,,,
,5/18,MUJI,PayPay W,,"-¥2,240",,,2025-05,諸々,,,,,,,,,,,,,,,,,,,,,,,,,,
,5/18,UNIQLO,PayPay W,,"-¥11,470",,,2025-05,諸々,,,,,,,,,,,,,,,,,,,,,,,,,,
,5/5,駐車場,Cash,,"-¥2,300",,,2025-05,諸々,,,,,,,,,,,,,,,,,,,,,,,,,,
,5/8,natulear verde,PayPay W,,"-¥4,950",W haircut,,2025-05,諸々,,,,,,,,,,,,,,,,,,,,,,,,,,
お小遣い寛子,,,,$0.00,"-¥5,379",¥0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,5/28,to blossoms,paypay H,,"-¥3,729",,,2025-05,お小遣い寛子,,,,,,,,,,,,,,,,,,,,,,,,,,
,5/28,lattice,paypay H,,"-¥1,650",,,2025-05,お小遣い寛子,,,,,,,,,,,,,,,,,,,,,,,,,,
ウィルおこづかい,,,,-$46.98,"-¥2,684",¥0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,5/13,Dropout,USAA,-$5.99,,W spending,,2025-05,ウィルおこづかい,,,,,,,,,,,,,,,,,,,,,,,,,,
,5/22,Daiwa Books,PayPay W,,"-¥1,584",W books,,2025-05,ウィルおこづかい,,,,,,,,,,,,,,,,,,,,,,,,,,
,5/22,喜久屋書店,PayPay W,,-¥550,W books,,2025-05,ウィルおこづかい,,,,,,,,,,,,,,,,,,,,,,,,,,
,5/24,OpenAI,USAA,-$22.00,,W spending,,2025-05,ウィルおこづかい,,,,,,,,,,,,,,,,,,,,,,,,,,
,5/4,YouTube Premium,USAA,-$13.99,,W spending,,2025-05,ウィルおこづかい,,,,,,,,,,,,,,,,,,,,,,,,,,
,5/6,Laugh Laugh,PayPay W,,-¥550,,,2025-05,ウィルおこづかい,,,,,,,,,,,,,,,,,,,,,,,,,,
,5/8,Off Book,USAA,-$5.00,,W spending,,2025-05,ウィルおこづかい,,,,,,,,,,,,,,,,,,,,,,,,,,
USA,,,,-$57.94,¥0,¥0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,5/13,Apple One,USAA,-$37.95,,,,2025-05,USA,,,,,,,,,,,,,,,,,,,,,,,,,,
,5/4,Wicked,USAA,-$19.99,,,,2025-05,USA,,,,,,,,,,,,,,,,,,,,,,,,,,
玲お小遣い,,,,$0.00,"-¥2,970",¥0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,5/13,Seria,PayPay W,,-¥440,Rey legos,,2025-05,玲お小遣い,,,,,,,,,,,,,,,,,,,,,,,,,,
,5/21,Daiso,PayPay W,,-¥110,Rey legos,,2025-05,玲お小遣い,,,,,,,,,,,,,,,,,,,,,,,,,,
,5/25,Daiso,PayPay W,,-¥110,Rey toy,,2025-05,玲お小遣い,,,,,,,,,,,,,,,,,,,,,,,,,,
,5/30,Daiwa Books,Cash,,"-¥1,100",Rey Book,,2025-05,玲お小遣い,,,,,,,,,,,,,,,,,,,,,,,,,,
,5/6,KaBoS,PayPay W,,"-¥1,210",Rey book,,2025-05,玲お小遣い,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-06,,,,-$287.90,"-¥1,579,475",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
経費,,,,-$19.99,"-¥716,787",¥0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,6/4,dance place felice,paypay H,,"-¥2,000",,,2025-06,経費,,,,,,,,,,,,,,,,,,,,,,,,,,
,6/12,dance place felice,paypay H,,"-¥2,000",,,2025-06,経費,,,,,,,,,,,,,,,,,,,,,,,,,,
,6/19,dance place felice,paypay H,,"-¥2,000",,,2025-06,経費,,,,,,,,,,,,,,,,,,,,,,,,,,
,6/10,東金町小学校,ゆうちょ,,"-¥1,449",,,2025-06,経費,,,,,,,,,,,,,,,,,,,,,,,,,,
,6/10,葛飾区児童手当,ゆうちょ,,"¥40,000",,,2025-06,経費,,,,,,,,,,,,,,,,,,,,,,,,,,
,6/13,カナマチぷらっと,PayPay W,,"-¥1,700",,,2025-06,経費,,,,,,,,,,,,,,,,,,,,,,,,,,
,6/16,東京ガス,ゆうちょ,,"-¥26,396",,,2025-06,経費,,,,,,,,,,,,,,,,,,,,,,,,,,
,6/17,Netlify,USAA,-$19.99,,,,2025-06,経費,,,,,,,,,,,,,,,,,,,,,,,,,,
,6/2,Docomo,ゆうちょ,,"-¥4,059",,,2025-06,経費,,,,,,,,,,,,,,,,,,,,,,,,,,
,6/20,ネイス体操教室,ゆうちょ,,"-¥7,120",,,2025-06,経費,,,,,,,,,,,,,,,,,,,,,,,,,,
,6/20,ネイス体操教室,ゆうちょ,,"-¥8,400",,,2025-06,経費,,,,,,,,,,,,,,,,,,,,,,,,,,
,6/26,ルネサンス,ゆうちょ,,"-¥10,670",,,2025-06,経費,,,,,,,,,,,,,,,,,,,,,,,,,,
,6/27,七田式,ゆうちょ,,"-¥21,945",,,2025-06,経費,,,,,,,,,,,,,,,,,,,,,,,,,,
,6/27,J-Com,ゆうちょ,,"-¥7,568",,,2025-06,経費,,,,,,,,,,,,,,,,,,,,,,,,,,
,6/27,ETC,ゆうちょ,,"-¥3,470",,,2025-06,経費,,,,,,,,,,,,,,,,,,,,,,,,,,
,6/6,カナマチぷらっと,PayPay W,,"-¥1,700",,,2025-06,経費,,,,,,,,,,,,,,,,,,,,,,,,,,
,6/30,bingo international school,prestia,,"¥993,670",,返金,2025-06,経費,,,,,,,,,,,,,,,,,,,,,,,,,,
,6/30,facebook japan,prestia,,"-¥1,649,980",,納税借金分返金,2025-06,経費,,,,,,,,,,,,,,,,,,,,,,,,,,
食費,,,,$0.00,"-¥229,587",¥0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,6/1,flo,paypay H,,"-¥1,338",,,2025-06,食費,,,,,,,,,,,,,,,,,,,,,,,,,,
,6/1,東急,paypay H,,"-¥5,465",,,2025-06,食費,,,,,,,,,,,,,,,,,,,,,,,,,,
,6/2,kitchen hisa,現金 H,,"-¥3,000",,,2025-06,食費,,,,,,,,,,,,,,,,,,,,,,,,,,
,6/2,東急,paypay H,,"-¥9,777",,,2025-06,食費,,,,,,,,,,,,,,,,,,,,,,,,,,
,6/3,東急,paypay H,,"-¥2,903",,,2025-06,食費,,,,,,,,,,,,,,,,,,,,,,,,,,
,6/4,7-Eleven,nanaco H,,"-¥1,373",,,2025-06,食費,,,,,,,,,,,,,,,,,,,,,,,,,,
,6/4,東急,paypay H,,"-¥3,648",,,2025-06,食費,,,,,,,,,,,,,,,,,,,,,,,,,,
,6/5,東急,paypay H,,-¥367,,,2025-06,食費,,,,,,,,,,,,,,,,,,,,,,,,,,
,6/5,7-Eleven,nanaco H,,"-¥2,211",,,2025-06,食費,,,,,,,,,,,,,,,,,,,,,,,,,,
,6/8,楽天　海鮮小樽,Prestia,,"-¥2,774",,,2025-06,食費,,,,,,,,,,,,,,,,,,,,,,,,,,
,6/8,コモディイイダ,paypay H,,"-¥4,676",,,2025-06,食費,,,,,,,,,,,,,,,,,,,,,,,,,,
,6/9,東急,paypay W,,"-¥5,510",,,2025-06,食費,,,,,,,,,,,,,,,,,,,,,,,,,,
,6/9,hakuta,paypay H,,"-¥4,650",,,2025-06,食費,,,,,,,,,,,,,,,,,,,,,,,,,,
,6/10,東急,paypay W,,"-¥5,508",,,2025-06,食費,,,,,,,,,,,,,,,,,,,,,,,,,,
,6/11,東急,paypay W,,"-¥8,579",,,2025-06,食費,,,,,,,,,,,,,,,,,,,,,,,,,,
,6/12,kanadelica,paypay H,,"-¥6,902",,,2025-06,食費,,,,,,,,,,,,,,,,,,,,,,,,,,
,6/14,東急,paypay W,,"-¥6,125",,,2025-06,食費,,,,,,,,,,,,,,,,,,,,,,,,,,
,6/15,東急,paypay H,,"-¥8,841",,,2025-06,食費,,,,,,,,,,,,,,,,,,,,,,,,,,
,6/15,sweets plus,Paypay W,,"-¥9,386",,,2025-06,食費,,,,,,,,,,,,,,,,,,,,,,,,,,
,6/16,東急,paypay H,,"-¥7,844",,,2025-06,食費,,,,,,,,,,,,,,,,,,,,,,,,,,
,6/17,東急,paypay W,,"-¥3,462",,,2025-06,食費,,,,,,,,,,,,,,,,,,,,,,,,,,
,6/18,東急,paypay W,,"-¥5,231",,,2025-06,食費,,,,,,,,,,,,,,,,,,,,,,,,,,
,6/18,kaldi,paypay W,,"-¥1,490",,,2025-06,食費,,,,,,,,,,,,,,,,,,,,,,,,,,
,6/19,楽天　海鮮小樽,Prestia,,"-¥3,214",,,2025-06,食費,,,,,,,,,,,,,,,,,,,,,,,,,,
,6/20,東急,paypay W,,"-¥5,862",,,2025-06,食費,,,,,,,,,,,,,,,,,,,,,,,,,,
,6/20,kaldi,paypay W,,-¥348,,,2025-06,食費,,,,,,,,,,,,,,,,,,,,,,,,,,
,6/20,family mart,paypay H,,-¥127,,,2025-06,食費,,,,,,,,,,,,,,,,,,,,,,,,,,
,6/21,東急,paypay W,,"-¥4,807",,,2025-06,食費,,,,,,,,,,,,,,,,,,,,,,,,,,
,6/21,東急,paypay W,,-¥298,,,2025-06,食費,,,,,,,,,,,,,,,,,,,,,,,,,,
,6/22,kaldi,paypay W,,"-¥3,008",,,2025-06,食費,,,,,,,,,,,,,,,,,,,,,,,,,,
,6/22,東急,paypay W,,"-¥3,715",,,2025-06,食費,,,,,,,,,,,,,,,,,,,,,,,,,,
,6/23,東急,paypay H,,"-¥6,293",,,2025-06,食費,,,,,,,,,,,,,,,,,,,,,,,,,,
,6/24,東急,paypay H,,"-¥5,525",,,2025-06,食費,,,,,,,,,,,,,,,,,,,,,,,,,,
,6/27,McDonald's,PayPay W,,-¥930,,,2025-06,食費,,,,,,,,,,,,,,,,,,,,,,,,,,
,6/27,東急,paypay H,,"-¥7,200",,,2025-06,食費,,,,,,,,,,,,,,,,,,,,,,,,,,
,6/27,Kanadelica,paypay H,,"-¥4,592",,,2025-06,食費,,,,,,,,,,,,,,,,,,,,,,,,,,
,6/30,東急,paypay H ,,"-¥7,117",,,2025-06,食費,,,,,,,,,,,,,,,,,,,,,,,,,,
,6/30,マクドナルド,paypay H,,"-¥2,180",,,2025-06,食費,,,,,,,,,,,,,,,,,,,,,,,,,,
,6/1,すき家,PayPay W,,"-¥1,870",,,2025-06,食費,,,,,,,,,,,,,,,,,,,,,,,,,,
,6/10,7-Eleven,PayPay W,,"-¥2,857",,,2025-06,食費,,,,,,,,,,,,,,,,,,,,,,,,,,
,6/10,7-Eleven,PayPay W,,-¥180,,,2025-06,食費,,,,,,,,,,,,,,,,,,,,,,,,,,
,6/11,7-Eleven,PayPay W,,-¥180,,,2025-06,食費,,,,,,,,,,,,,,,,,,,,,,,,,,
,6/12,7-Eleven,PayPay W,,-¥180,,,2025-06,食費,,,,,,,,,,,,,,,,,,,,,,,,,,
,6/12,McDonald's,PayPay W,,-¥690,,,2025-06,食費,,,,,,,,,,,,,,,,,,,,,,,,,,
,6/13,7-Eleven,PayPay W,,-¥180,,,2025-06,食費,,,,,,,,,,,,,,,,,,,,,,,,,,
,6/13,Komeda,PayPay W,,"-¥2,330",,,2025-06,食費,,,,,,,,,,,,,,,,,,,,,,,,,,
,6/14,7-Eleven,PayPay W,,-¥676,,,2025-06,食費,,,,,,,,,,,,,,,,,,,,,,,,,,
,6/16,7-Eleven,PayPay W,,-¥180,,,2025-06,食費,,,,,,,,,,,,,,,,,,,,,,,,,,
,6/19,7-Eleven,PayPay W,,-¥192,,,2025-06,食費,,,,,,,,,,,,,,,,,,,,,,,,,,
,6/19,7-Eleven,PayPay W,,"-¥2,803",,,2025-06,食費,,,,,,,,,,,,,,,,,,,,,,,,,,
,6/20,7-Eleven,PayPay W,,"-¥1,584",,,2025-06,食費,,,,,,,,,,,,,,,,,,,,,,,,,,
,6/20,Lawson,PayPay W,,-¥774,,,2025-06,食費,,,,,,,,,,,,,,,,,,,,,,,,,,
,6/26,Yoshinoya,PayPay W,,-¥998,,,2025-06,食費,,,,,,,,,,,,,,,,,,,,,,,,,,
,6/28,Peppy Coffee,PayPay W,,"-¥6,210",,,2025-06,食費,,,,,,,,,,,,,,,,,,,,,,,,,,
,6/28,Asakura Bakery,PayPay W,,"-¥1,315",,,2025-06,食費,,,,,,,,,,,,,,,,,,,,,,,,,,
,6/28,IKEA,PayPay W,,"-¥2,724",groceries,,2025-06,食費,,,,,,,,,,,,,,,,,,,,,,,,,,
,6/28,IKEA,PayPay W,,-¥100,hot dog,,2025-06,食費,,,,,,,,,,,,,,,,,,,,,,,,,,
,6/28,IKEA,PayPay W,,-¥200,dessert,,2025-06,食費,,,,,,,,,,,,,,,,,,,,,,,,,,
,6/29,銚子丸,PayPay W,,"-¥8,954",,,2025-06,食費,,,,,,,,,,,,,,,,,,,,,,,,,,
,6/29,7-Eleven,PayPay W,,-¥630,,,2025-06,食費,,,,,,,,,,,,,,,,,,,,,,,,,,
,6/4,Komeda,PayPay W,,"-¥2,820",,,2025-06,食費,,,,,,,,,,,,,,,,,,,,,,,,,,
,6/5,7-Eleven,PayPay W,,-¥180,,,2025-06,食費,,,,,,,,,,,,,,,,,,,,,,,,,,
,6/6,から好し,PayPay W,,"-¥3,477",,,2025-06,食費,,,,,,,,,,,,,,,,,,,,,,,,,,
,6/6,Hakuta,PayPay W,,"-¥1,730",,,2025-06,食費,,,,,,,,,,,,,,,,,,,,,,,,,,
,6/7,Macaroni Market,PayPay W,,"-¥6,622",,,2025-06,食費,,,,,,,,,,,,,,,,,,,,,,,,,,
,6/7,7-Eleven,PayPay W,,-¥180,,,2025-06,食費,,,,,,,,,,,,,,,,,,,,,,,,,,
,6/7,Macaroni Market,PayPay W,,"-¥1,222",,,2025-06,食費,,,,,,,,,,,,,,,,,,,,,,,,,,
,6/8,Tsumugi,PayPay W,,"-¥7,645",,,2025-06,食費,,,,,,,,,,,,,,,,,,,,,,,,,,
