,Date,Merchant,Method,金額 (USD),金額 (JPY),Notes,備考,月,Category,,,,,,,,,,,,,,,,,,,,,,,,,,
寛子おこづかい,,,,$0.00,"-¥6,990",¥0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,9/11,sara　プラーレ松戸,paypay H,,"-¥1,490",,寛子用洋服,2024-9,寛子おこづかい,,,,,,,,,,,,,,,,,,,,,,,,,,
,9/11,丸井,現金 H,,"-¥2,310",,,2024-9,寛子おこづかい,,,,,,,,,,,,,,,,,,,,,,,,,,
,9/20,Atré Matsudo — Birthday Bar,prestia,,"-¥3,190",,H umbrella,2024-9,寛子おこづかい,,,,,,,,,,,,,,,,,,,,,,,,,,
ウィルお小遣い,,,,-$412.24,-¥880,¥0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,9/1,Fanicon,USAA Visa,-$37.33,,,,2024-9,ウィルお小遣い,,,,,,,,,,,,,,,,,,,,,,,,,,
,9/1,Patreon,USAA Visa,-$14.00,,,,2024-9,ウィルお小遣い,,,,,,,,,,,,,,,,,,,,,,,,,,
,9/4,YouTube Premium,USAA Visa,-$13.99,,,,2024-9,ウィルお小遣い,,,,,,,,,,,,,,,,,,,,,,,,,,
,9/8,Audible,USAA Visa,-$14.95,,,,2024-9,ウィルお小遣い,,,,,,,,,,,,,,,,,,,,,,,,,,
,9/13,Dropout,USAA Visa,-$5.99,,,,2024-9,ウィルお小遣い,,,,,,,,,,,,,,,,,,,,,,,,,,
,9/14,Kindle,USAA Visa,-$5.98,,,,2024-9,ウィルお小遣い,,,,,,,,,,,,,,,,,,,,,,,,,,
,9/15,Bharat Art,USAA Visa,-$300.00,,,,2024-9,ウィルお小遣い,,,,,,,,,,,,,,,,,,,,,,,,,,
,9/20,Atré Matsudo — act creators box,prestia,,-¥880,,Notebook,2024-9,ウィルお小遣い,,,,,,,,,,,,,,,,,,,,,,,,,,
,9/24,OpenAI,USAA Visa,-$20.00,,,ChatGPT,2024-9,ウィルお小遣い,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-10,,,,"-$55,553.89","-¥51,235",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
給料,,,,$0.00,"¥1,030,282",¥0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,10/26,facebook japan,,,"¥1,030,282",,,2024-10,給料,,,,,,,,,,,,,,,,,,,,,,,,,,
USA,,,,"-$54,195.77",¥0,¥0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,10/4,???,USAA,-$23.37,,,,2024-10,USA,,,,,,,,,,,,,,,,,,,,,,,,,,
,10/10,???,USAA,-$33.94,,,,2024-10,USA,,,,,,,,,,,,,,,,,,,,,,,,,,
,10/11,USAA property and Casualty insurance,USAA,-$62.50,,,,2024-10,USA,,,,,,,,,,,,,,,,,,,,,,,,,,
,10/11,SRE property,USAA,"$7,928.33",,,rent,2024-10,USA,,,,,,,,,,,,,,,,,,,,,,,,,,
,10/14,Apple iCloud+,USAA Visa,-$37.95,,,,2024-10,USA,,,,,,,,,,,,,,,,,,,,,,,,,,
,10/16,???,USAA,-$51.91,,,,2024-10,USA,,,,,,,,,,,,,,,,,,,,,,,,,,
,10/22,???,USAA,-$349.99,,,,2024-10,USA,,,,,,,,,,,,,,,,,,,,,,,,,,
,10/23,California Franchise Tax Board,USAA,"-$44,800.00",,,,2024-10,USA,,,,,,,,,,,,,,,,,,,,,,,,,,
,10/23,IRS tax payment,USAA,"-$14,800.00",,,,2024-10,USA,,,,,,,,,,,,,,,,,,,,,,,,,,
,10/23,Safeway,USAA,-$16.72,,,,2024-10,USA,,,,,,,,,,,,,,,,,,,,,,,,,,
,10/23,Safeway,USAA,-$4.79,,,,2024-10,USA,,,,,,,,,,,,,,,,,,,,,,,,,,
,10/24,Check(Madison Home HOA),USAA,-$242.00,,,,2024-10,USA,,,,,,,,,,,,,,,,,,,,,,,,,,
,10/24,ATM withdrawal,USAA,-$23.00,,,,2024-10,USA,,,,,,,,,,,,,,,,,,,,,,,,,,
,10/24,Open AI,USAA,-$20.00,,,,2024-10,USA,,,,,,,,,,,,,,,,,,,,,,,,,,
,10/25,west valley,USAA,-$733.23,,,,2024-10,USA,,,,,,,,,,,,,,,,,,,,,,,,,,
,10/25,ATM withdrawal,USAA,-$62.50,,,,2024-10,USA,,,,,,,,,,,,,,,,,,,,,,,,,,
,10/25,ATM withdrawal,USAA,-$42.50,,,,2024-10,USA,,,,,,,,,,,,,,,,,,,,,,,,,,
,10/30,J Crew,USAA,-$36.17,,,,2024-10,USA,,,,,,,,,,,,,,,,,,,,,,,,,,
,10/30,???,USAA,-$783.53,,,,2024-10,USA,,,,,,,,,,,,,,,,,,,,,,,,,,
ウィルお小遣い,,,,-$441.76,¥0,¥0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,10/01,Patreon,USAA Visa,-$3.37,,,,2024-10,ウィルお小遣い,,,,,,,,,,,,,,,,,,,,,,,,,,
,10/04,YouTube Premium,USAA Visa,-$13.99,,,,2024-10,ウィルお小遣い,,,,,,,,,,,,,,,,,,,,,,,,,,
,10/08,Audible,USAA Visa,-$14.95,,,,2024-10,ウィルお小遣い,,,,,,,,,,,,,,,,,,,,,,,,,,
,10/08,Off Book,USAA Visa,-$4.99,,,,2024-10,ウィルお小遣い,,,,,,,,,,,,,,,,,,,,,,,,,,
,10/10,Kindle,USAA Visa,-$7.97,,,,2024-10,ウィルお小遣い,,,,,,,,,,,,,,,,,,,,,,,,,,
,10/13,Dropout,USAA Visa,-$5.99,,,,2024-10,ウィルお小遣い,,,,,,,,,,,,,,,,,,,,,,,,,,
,10/16,Kindle,USAA Visa,-$14.99,,,,2024-10,ウィルお小遣い,,,,,,,,,,,,,,,,,,,,,,,,,,
,10/17,Bharatart,USAA Visa,-$335.00,,,,2024-10,ウィルお小遣い,,,,,,,,,,,,,,,,,,,,,,,,,,
,10/24,Keplers Books,USAA,-$40.51,,,,2024-10,ウィルお小遣い,,,,,,,,,,,,,,,,,,,,,,,,,,
Business trip,,,,-$916.36,"-¥11,470",¥0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,10/23,McDonald’s,USAA,-$12.35,,,,2024-10,Business trip,,,,,,,,,,,,,,,,,,,,,,,,,,
,10/23,safeway,USAA,-$4.79,,,,2024-10,Business trip,,,,,,,,,,,,,,,,,,,,,,,,,,
,10/23,safeway,USAA,-$16.72,,,,2024-10,Business trip,,,,,,,,,,,,,,,,,,,,,,,,,,
,10/24,Uber trip,USAA,-$6.00,,,,2024-10,Business trip,,,,,,,,,,,,,,,,,,,,,,,,,,
,10/24,Hotel Lucent,USAA,-$485.17,,,,2024-10,Business trip,,,,,,,,,,,,,,,,,,,,,,,,,,
,10/24,Uber trip,USAA,-$22.86,,,,2024-10,Business trip,,,,,,,,,,,,,,,,,,,,,,,,,,
,10/24,Uber trip,USAA,-$75.20,,,,2024-10,Business trip,,,,,,,,,,,,,,,,,,,,,,,,,,
,10/24,terminal,USAA?,-$62.50,,,withdrawal from checking,2024-10,Business trip,,,,,,,,,,,,,,,,,,,,,,,,,,
,10/24,terminal,USAA?,-$42.50,,,withdrawal from checking,2024-10,Business trip,,,,,,,,,,,,,,,,,,,,,,,,,,
,10/24,sancho’s taqueria,cash?,-$88.34,,,,2024-10,Business trip,,,,,,,,,,,,,,,,,,,,,,,,,,
,10/25,Uber trip,USAA,-$15.00,,,,2024-10,Business trip,,,,,,,,,,,,,,,,,,,,,,,,,,
,10/25,Uber trip,USAA,-$62.77,,,,2024-10,Business trip,,,,,,,,,,,,,,,,,,,,,,,,,,
,10/25,Uber trip,USAA,-$22.16,,,,2024-10,Business trip,,,,,,,,,,,,,,,,,,,,,,,,,,
,10/26,グリーンキャブ世田谷,prestia,,"-¥11,470",,タクシー,2024-10,Business trip,,,,,,,,,,,,,,,,,,,,,,,,,,
経費,,,,$0.00,"-¥604,617",¥0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,10/1,利子,ゆうちょ,,¥904,,,2024-10,経費,,,,,,,,,,,,,,,,,,,,,,,,,,
,10/1,bingo international,prestia,,"-¥12,000",,,2024-10,経費,,,,,,,,,,,,,,,,,,,,,,,,,,
,10/13,children center,prestia,,"-¥191,400",,,2024-10,経費,,,,,,,,,,,,,,,,,,,,,,,,,,
,10/17,bingo international,prestia,,"-¥5,000",,,2024-10,経費,,,,,,,,,,,,,,,,,,,,,,,,,,
,10/28,七田,ゆうちょ,,"-¥44,330",,,2024-10,経費,,,,,,,,,,,,,,,,,,,,,,,,,,
,10/28,J-Com,ゆうちょ,,"-¥4,818",,,2024-10,経費,,,,,,,,,,,,,,,,,,,,,,,,,,
,10/28,Kumon,ゆうちょ,,"-¥15,400",,,2024-10,経費,,,,,,,,,,,,,,,,,,,,,,,,,,
,10/20,Oasis,ゆうちょ,,"-¥9,680",,,2024-10,経費,,,,,,,,,,,,,,,,,,,,,,,,,,
,10/26,チルドレンセンター,プレスティア,,"-¥294,580",,,2024-10,経費,,,,,,,,,,,,,,,,,,,,,,,,,,
,10/31,東京ガス,paypay H,,"-¥22,150",,,2024-10,経費,,,,,,,,,,,,,,,,,,,,,,,,,,
,10/31,docomo,ゆうちょ,,"-¥6,163",,,2024-10,経費,,,,,,,,,,,,,,,,,,,,,,,,,,
食費,,,,$0.00,"-¥317,253",¥0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,10/1,McDonald’s,paypay W,,-¥800,,,2024-10,食費,,,,,,,,,,,,,,,,,,,,,,,,,,
,10/1,Cafe Sikaku,paypay W,,"-¥1,450",,,2024-10,食費,,,,,,,,,,,,,,,,,,,,,,,,,,
,10/1,Cafe Sikaku,paypay W,,-¥850,,,2024-10,食費,,,,,,,,,,,,,,,,,,,,,,,,,,
,10/1,7-Eleven,nanaco W,,"-¥2,950",,,2024-10,食費,,,,,,,,,,,,,,,,,,,,,,,,,,
,10/2,東急,paypay H,,"-¥6,323",,,2024-10,食費,,,,,,,,,,,,,,,,,,,,,,,,,,
,10/3,東急,paypay H,,"-¥3,427",,,2024-10,食費,,,,,,,,,,,,,,,,,,,,,,,,,,
,10/3,さぼてん,paypay H,,-¥995,,,2024-10,食費,,,,,,,,,,,,,,,,,,,,,,,,,,
,10/3,7-Eleven,nanaco W,,-¥181,,,2024-10,食費,,,,,,,,,,,,,,,,,,,,,,,,,,
,10/4,東急,paypay H,,"-¥3,922",,,2024-10,食費,,,,,,,,,,,,,,,,,,,,,,,,,,
,10/4,Lawson,paypay W,,-¥343,,,2024-10,食費,,,,,,,,,,,,,,,,,,,,,,,,,,
,10/4,コメダ珈琲,paypay W,,"-¥1,330",,,2024-10,食費,,,,,,,,,,,,,,,,,,,,,,,,,,
,10/4,7-Eleven,nanaco H,,"-¥2,067",,,2024-10,食費,,,,,,,,,,,,,,,,,,,,,,,,,,
,10/4,McDonald’s,paypay W,,"-¥1,480",,,2024-10,食費,,,,,,,,,,,,,,,,,,,,,,,,,,
,10/4,Bondi Cafe,paypay W,,"-¥3,190",,,2024-10,食費,,,,,,,,,,,,,,,,,,,,,,,,,,
,10/5,kaldi,paypay W,,"-¥2,077",,,2024-10,食費,,,,,,,,,,,,,,,,,,,,,,,,,,
,10/5,東急,paypay W,,"-¥2,602",,,2024-10,食費,,,,,,,,,,,,,,,,,,,,,,,,,,
,10/5,7-Eleven,nanaco H,,"-¥1,548",,,2024-10,食費,,,,,,,,,,,,,,,,,,,,,,,,,,
,10/6,いなげや,paypay H,,"-¥3,883",,,2024-10,食費,,,,,,,,,,,,,,,,,,,,,,,,,,
,10/7,東急,paypay H,,"-¥3,190",,,2024-10,食費,,,,,,,,,,,,,,,,,,,,,,,,,,
,10/7,Starbucks,paypay W,,-¥510,,,2024-10,食費,,,,,,,,,,,,,,,,,,,,,,,,,,
,10/8,7-Eleven,nanaco H,,"-¥2,924",,,2024-10,食費,,,,,,,,,,,,,,,,,,,,,,,,,,
,10/08,Starbucks,paypay W,,"-¥1,140",,,2024-10,食費,,,,,,,,,,,,,,,,,,,,,,,,,,
,10/9,kanadelica,paypay H,,"-¥4,433",,,2024-10,食費,,,,,,,,,,,,,,,,,,,,,,,,,,
,10/10,7-Eleven,nanaco W,,-¥483,,,2024-10,食費,,,,,,,,,,,,,,,,,,,,,,,,,,
,10/11,7-Eleven,nanaco W,,-¥492,,,2024-10,食費,,,,,,,,,,,,,,,,,,,,,,,,,,
,10/11,cafe しかく,paypay H,,"-¥7,340",,,2024-10,食費,,,,,,,,,,,,,,,,,,,,,,,,,,
,10/11,東急,paypay H,,"-¥4,594",,,2024-10,食費,,,,,,,,,,,,,,,,,,,,,,,,,,
,10/13,もち吉,paypay H,,"-¥1,090",,,2024-10,食費,,,,,,,,,,,,,,,,,,,,,,,,,,
,10/13,東急,paypay H,,"-¥5,058",,,2024-10,食費,,,,,,,,,,,,,,,,,,,,,,,,,,
,10/15,木曽路,paypay H,,"-¥5,313",,,2024-10,食費,,,,,,,,,,,,,,,,,,,,,,,,,,
,10/14,lawson 100,paypay H,,-¥390,,,2024-10,食費,,,,,,,,,,,,,,,,,,,,,,,,,,
,10/14,すき家,paypay H,,"-¥1,870",,,2024-10,食費,,,,,,,,,,,,,,,,,,,,,,,,,,
,10/15,7-Eleven,paypay W,,-¥591,,,2024-10,食費,,,,,,,,,,,,,,,,,,,,,,,,,,
,10/16,東急,paypay H,,"-¥4,132",,,2024-10,食費,,,,,,,,,,,,,,,,,,,,,,,,,,
,10/16,jessy pizza,現金 H,,"-¥5,120",,,2024-10,食費,,,,,,,,,,,,,,,,,,,,,,,,,,
,10/16,7-Eleven,nanaco W,,-¥479,,,2024-10,食費,,,,,,,,,,,,,,,,,,,,,,,,,,
,10/17,mimosa,paypay H,,"-¥4,600",,,2024-10,食費,,,,,,,,,,,,,,,,,,,,,,,,,,
,10/17,いなげや,paypay H,,"-¥1,116",,,2024-10,食費,,,,,,,,,,,,,,,,,,,,,,,,,,
,10/17,seria,paypay H,,-¥660,,,2024-10,食費,,,,,,,,,,,,,,,,,,,,,,,,,,
,10/18,7-Eleven,nanaco W,,-¥180,,,2024-10,食費,,,,,,,,,,,,,,,,,,,,,,,,,,
,10/19,7-Eleven,nanaco W,,-¥250,,,2024-10,食費,,,,,,,,,,,,,,,,,,,,,,,,,,
,10/19,マツモトキヨシ,paypay H,,"-¥4,203",,,2024-10,食費,,,,,,,,,,,,,,,,,,,,,,,,,,
,10/20,大戸屋,paypay H,,"-¥3,470",,,2024-10,食費,,,,,,,,,,,,,,,,,,,,,,,,,,
,10/20,maruetsu,paypay H,,"-¥2,142",,,2024-10,食費,,,,,,,,,,,,,,,,,,,,,,,,,,
,10/20,The French Toast Factory,paypay W,,"-¥7,370",,,2024-10,食費,,,,,,,,,,,,,,,,,,,,,,,,,,
,10/21,kaldi,paypay H,,-¥537,,,2024-10,食費,,,,,,,,,,,,,,,,,,,,,,,,,,
,10/21,東急,paypay H,,"-¥4,338",,,2024-10,食費,,,,,,,,,,,,,,,,,,,,,,,,,,
,10/21,Starbucks,paypay W,,"-¥1,320",,,2024-10,食費,,,,,,,,,,,,,,,,,,,,,,,,,,
,10/21,Bronco Billy,paypay W,,"-¥7,678",,,2024-10,食費,,,,,,,,,,,,,,,,,,,,,,,,,,
,10/22,からよし,paypay W,,"-¥2,690",,,2024-10,食費,,,,,,,,,,,,,,,,,,,,,,,,,,
,10/22,7-Eleven,nanaco W,,"-¥2,258",,,2024-10,食費,,,,,,,,,,,,,,,,,,,,,,,,,,
,10/22,mito薬局,現金 H,,-¥450,,,2024-10,食費,,,,,,,,,,,,,,,,,,,,,,,,,,
,2024/10/23,7-Eleven,nanaco W,,-¥622,,,2024-10,食費,,,,,,,,,,,,,,,,,,,,,,,,,,
,10/23,東急,paypay W,,"-¥4,383",,,2024-10,食費,,,,,,,,,,,,,,,,,,,,,,,,,,
,10/23,hakuta,paypay W,,"-¥1,200",,,2024-10,食費,,,,,,,,,,,,,,,,,,,,,,,,,,
,10/23,hakuta,paypay W,,-¥830,,,2024-10,食費,,,,,,,,,,,,,,,,,,,,,,,,,,
,10/23,から好し,paypay W,,"-¥3,105",,,2024-10,食費,,,,,,,,,,,,,,,,,,,,,,,,,,
,10/24,7-Eleven,nanaco H,,"-¥3,237",,,2024-10,食費,,,,,,,,,,,,,,,,,,,,,,,,,,
,10/26,7-Eleven,paypay W,,"-¥3,778",,,2024-10,食費,,,,,,,,,,,,,,,,,,,,,,,,,,
,10/26,Big Boy,paypay W,,"-¥4,950",,,2024-10,食費,,,,,,,,,,,,,,,,,,,,,,,,,,
,10/27,ミッカティールーム,paypay W,,-¥935,,,2024-10,食費,,,,,,,,,,,,,,,,,,,,,,,,,,
,10/27,Third Place Cafe,paypay W,,"-¥6,480",,,2024-10,食費,,,,,,,,,,,,,,,,,,,,,,,,,,
,10/27,東急,paypay H,,"-¥3,684",,,2024-10,食費,,,,,,,,,,,,,,,,,,,,,,,,,,
,10/27,Cafe Sweets+,paypay W,,"-¥6,770",,,2024-10,食費,,,,,,,,,,,,,,,,,,,,,,,,,,
,10/28,東急,paypay H,,"-¥3,502",,,2024-10,食費,,,,,,,,,,,,,,,,,,,,,,,,,,
,10/28,Vansan,paypay W,,"-¥5,181",,,2024-10,食費,,,,,,,,,,,,,,,,,,,,,,,,,,
,10/28,松屋,paypay W,,-¥790,,,2024-10,食費,,,,,,,,,,,,,,,,,,,,,,,,,,
,10/29,ビストロオオカミ,paypay W,,"-¥23,150",,,2024-10,食費,,,,,,,,,,,,,,,,,,,,,,,,,,
,10/29,鮫洲運転免許試験場カフェテリア,Cash W,,-¥920,,,2024-10,食費,,,,,,,,,,,,,,,,,,,,,,,,,,
,10/30,7-Eleven,nanaco W,,-¥650,,,2024-10,食費,,,,,,,,,,,,,,,,,,,,,,,,,,
,10/30,McDonald’s,paypay W,,-¥920,,,2024-10,食費,,,,,,,,,,,,,,,,,,,,,,,,,,
,10/30,Tsumugi,paypay W,,"-¥5,819",,,2024-10,食費,,,,,,,,,,,,,,,,,,,,,,,,,,
,10/31,英子に支払い,現金 H,,"-¥25,000",,"コストコ代20,166円＋梅の花 2,464円",2024-10,食費,,,,,,,,,,,,,,,,,,,,,,,,,,
,10/31,松屋,paypay W,,"-¥1,020",,,2024-10,食費,,,,,,,,,,,,,,,,,,,,,,,,,,
,10/31,kanadelica,paypay W,,"-¥4,824",,,2024-10,食費,,,,,,,,,,,,,,,,,,,,,,,,,,
,10/09,7-Eleven,nanaco W,,"-¥2,761",,,2024-10,食費,,,,,,,,,,,,,,,,,,,,,,,,,,
,10/10,Cafe Sweets+,paypay W,,"-¥6,620",,,2024-10,食費,,,,,,,,,,,,,,,,,,,,,,,,,,
,10/11,AFURI,paypay W,,"-¥2,370",,,2024-10,食費,,,,,,,,,,,,,,,,,,,,,,,,,,
,10/11,アレヴェリー テラス エビス,paypay W,,"-¥2,299",,,2024-10,食費,,,,,,,,,,,,,,,,,,,,,,,,,,
,10/12,Invader,paypay W,,"-¥2,820",,,2024-10,食費,,,,,,,,,,,,,,,,,,,,,,,,,,
,10/12,Jonathan,paypay W,,"-¥5,122",,,2024-10,食費,,,,,,,,,,,,,,,,,,,,,,,,,,
,10/13,Costco,Cash W,,-¥840,,,2024-10,食費,,,,,,,,,,,,,,,,,,,,,,,,,,
,10/13,Third Place Cafe,paypay W,,"-¥6,820",,,2024-10,食費,,,,,,,,,,,,,,,,,,,,,,,,,,
,10/15,夢庵,paypay W,,"-¥5,184",,,2024-10,食費,,,,,,,,,,,,,,,,,,,,,,,,,,
,10/15,brave,paypay W,,"-¥3,060",,,2024-10,食費,,,,,,,,,,,,,,,,,,,,,,,,,,
,10/16,ビストロオオカミ,paypay W,,"-¥12,740",,,2024-10,食費,,,,,,,,,,,,,,,,,,,,,,,,,,
,10/17,くら,paypay W,,"-¥5,195",,,2024-10,食費,,,,,,,,,,,,,,,,,,,,,,,,,,
,10/17,lawson 100,paypay W,,-¥140,,,2024-10,食費,,,,,,,,,,,,,,,,,,,,,,,,,,
,10/18,Yona Yona Beer Works,paypay W,,"-¥4,090",,,2024-10,食費,,,,,,,,,,,,,,,,,,,,,,,,,,
,10/18,AFURI,paypay W,,"-¥2,550",,,2024-10,食費,,,,,,,,,,,,,,,,,,,,,,,,,,
,10/19,Vansan,paypay W,,"-¥5,896",,,2024-10,食費,,,,,,,,,,,,,,,,,,,,,,,,,,
,10/23,からよし,paypay W,,"-¥2,750",,,2024-10,食費,,,,,,,,,,,,,,,,,,,,,,,,,,
,10/29,ecute,paypay W,,"-¥2,167",,,2024-10,食費,,,,,,,,,,,,,,,,,,,,,,,,,,
,10/31,7-Eleven,nanaco W,,-¥250,,,2024-10,食費,,,,,,,,,,,,,,,,,,,,,,,,,,
諸々,,,,$0.00,"-¥148,177",¥0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,10/01,金町自動車教習所,prestia,,"-¥32,890",,,2024-10,諸々,,,,,,,,,,,,,,,,,,,,,,,,,,
,10/3,daiso,paypay H,,-¥550,,,2024-10,諸々,,,,,,,,,,,,,,,,,,,,,,,,,,
,10/3,マツモトキヨシ,paypay H,,"-¥6,132",,,2024-10,諸々,,,,,,,,,,,,,,,,,,,,,,,,,,
,10/04,英子に返金,現金 H,,"-¥12,200",,9/11 丸井ご飯1680円＋980円　コストコ8976円＋ロキソニン998円＝１２、９００円ーハクタ差引く1、３８０+350円（税込１９０３円）＝１０，９９７円＋国技館1150円駐車代＝総計１２，１４７円,2024-10,諸々,,,,,,,,,,,,,,,,,,,,,,,,,,
,10/4,Bingo,現金 H,,"-¥1,000",,ハロウィン参加費２人分,2024-10,諸々,,,,,,,,,,,,,,,,,,,,,,,,,,
,10/06,7-Eleven,paypay W,,"-¥3,984",,,2024-10,諸々,,,,,,,,,,,,,,,,,,,,,,,,,,
,10/07,Daiso,paypay W,,-¥880,,"Cushion, Halloween tablecloth, etc.",2024-10,諸々,,,,,,,,,,,,,,,,,,,,,,,,,,
,10/7,中沢胃腸科医院,paypay W,,"-¥1,140",,,2024-10,諸々,,,,,,,,,,,,,,,,,,,,,,,,,,
,10/7,みなみ調剤薬局,paypay W,,-¥740,,,2024-10,諸々,,,,,,,,,,,,,,,,,,,,,,,,,,
,10/7,Amazon JP,paypay H,,-¥554,,鉛筆,2024-10,諸々,,,,,,,,,,,,,,,,,,,,,,,,,,
,10/7,Amazon JP,paypay H,,-¥448,,持ち方サポーター,2024-10,諸々,,,,,,,,,,,,,,,,,,,,,,,,,,
,10/8,Amazon JP,paypay H,,"-¥16,182",,,2024-10,諸々,,,,,,,,,,,,,,,,,,,,,,,,,,
,10/14,あらかわ遊園,現金 W,,"-¥2,500",,,2024-10,諸々,,,,,,,,,,,,,,,,,,,,,,,,,,
,10/15,seria,paypay H,,"-¥1,210",,,2024-10,諸々,,,,,,,,,,,,,,,,,,,,,,,,,,
,10/16,金町整形外科,現金 H,,"-¥6,000",,flu shots 2 adults,2024-10,諸々,,,,,,,,,,,,,,,,,,,,,,,,,,
,10/16,McDonald’s,paypay W,,-¥720,,,2024-10,諸々,,,,,,,,,,,,,,,,,,,,,,,,,,
,10/19,マカロニ市場,paypay W,,"-¥7,596",,,2024-10,諸々,,,,,,,,,,,,,,,,,,,,,,,,,,
,10/19,マカロニ市場,paypay W,,-¥822,,,2024-10,諸々,,,,,,,,,,,,,,,,,,,,,,,,,,
,10/20,マツモトキヨシ,paypay H,,"-¥2,365",,,2024-10,諸々,,,,,,,,,,,,,,,,,,,,,,,,,,
,10/20,Loft,paypay W,,"-¥8,921",,"Christmas cards, etc.",2024-10,諸々,,,,,,,,,,,,,,,,,,,,,,,,,,
,10/20,イトーヨーカ堂,nanaco W,,"-¥1,529",,上履き,2024-10,諸々,,,,,,,,,,,,,,,,,,,,,,,,,,
,10/20,Amazon JP,paypay H,,-¥760,,,2024-10,諸々,,,,,,,,,,,,,,,,,,,,,,,,,,
,10/20,Amazon JP,paypay H,,"-¥4,015",,,2024-10,諸々,,,,,,,,,,,,,,,,,,,,,,,,,,
,10/20,Amazon JP,paypay H,,"-¥5,588",,,2024-10,諸々,,,,,,,,,,,,,,,,,,,,,,,,,,
,10/21,daiso,paypay H,,-¥220,,,2024-10,諸々,,,,,,,,,,,,,,,,,,,,,,,,,,
,10/23,Tokyo International Air Terminal,paypay W,,"-¥18,300",,,2024-10,諸々,,,,,,,,,,,,,,,,,,,,,,,,,,
,10/27,ミッカ,Cash W,,-¥400,,,2024-10,諸々,,,,,,,,,,,,,,,,,,,,,,,,,,
,10/28,マツモトキヨシ,paypay H,,"-¥2,538",,,2024-10,諸々,,,,,,,,,,,,,,,,,,,,,,,,,,
,10/30,無印,paypay H,,-¥981,,,2024-10,諸々,,,,,,,,,,,,,,,,,,,,,,,,,,
,10/30,daiso,paypay H,,-¥440,,,2024-10,諸々,,,,,,,,,,,,,,,,,,,,,,,,,,
,10/31,文具ハウスジャンボ,paypay H,,"-¥4,400",,,2024-10,諸々,,,,,,,,,,,,,,,,,,,,,,,,,,
,10/31,マツモトキヨシ,paypay H,,"-¥2,172",,,2024-10,諸々,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-11,,,,"-$4,483.40","-¥4,111,671",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
給料,,,,$0.00,"¥1,358,515",¥0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,11/12,facebook japan,,,"¥146,164",何の振り込み？,,2024-11,給料,,,,,,,,,,,,,,,,,,,,,,,,,,
,11/25,facebook Japan,,,"¥1,212,351",,,2024-11,給料,,,,,,,,,,,,,,,,,,,,,,,,,,
USA,,,,"-$4,360.95",¥0,¥0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,11/13,Trader Joe’s,USAA Visa,-$128.78,,,,2024-11,USA,,,,,,,,,,,,,,,,,,,,,,,,,,
,11/13,USAA property and Casualty insurance,USAA,-$62.50,,,,2024-11,USA,,,,,,,,,,,,,,,,,,,,,,,,,,
,11/13,SRE property,USAA,"$5,732.00",,,,2024-11,USA,,,,,,,,,,,,,,,,,,,,,,,,,,
,11/18,Santa Clara Dtac Santaclara,USAA,"-$7,899.37",,???,,2024-11,USA,,,,,,,,,,,,,,,,,,,,,,,,,,
,11/19,???,USAA,"-$2,002.30",,,,2024-11,USA,,,,,,,,,,,,,,,,,,,,,,,,,,
経費,,,,$0.00,"-¥4,955,326",¥0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,11/8,東京マツダ,プレスティア,,"-¥450,000",,新車代,2024-11,経費,,,,,,,,,,,,,,,,,,,,,,,,,,
,11/8,東京マツダ,プレスティア,,"-¥4,000,000",,新車代,2024-11,経費,,,,,,,,,,,,,,,,,,,,,,,,,,
,11/11,英子に車代,現金,,"-¥400,000",,,2024-11,経費,,,,,,,,,,,,,,,,,,,,,,,,,,
,11/11,東金町小学校,ゆうちょ,,-¥320,,,2024-11,経費,,,,,,,,,,,,,,,,,,,,,,,,,,
,11/15,東京ガス,,,"-¥16,953",,,2024-11,経費,,,,,,,,,,,,,,,,,,,,,,,,,,
,11/26,Oasis,ゆうちょ,,"-¥10,670",,,2024-11,経費,,,,,,,,,,,,,,,,,,,,,,,,,,
,11/27,七田,ゆうちょ,,"-¥21,615",,,2024-11,経費,,,,,,,,,,,,,,,,,,,,,,,,,,
,11/27,J-Com,ゆうちょ,,"-¥7,568",,,2024-11,経費,,,,,,,,,,,,,,,,,,,,,,,,,,
,11/28,Kumon,ゆうちょ,,"-¥48,200",,,2024-11,経費,,,,,,,,,,,,,,,,,,,,,,,,,,
食費,,,,$0.00,"-¥259,862",¥0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,01/11/1,東急,paypay W,,"-¥3,363",,,2024-11,食費,,,,,,,,,,,,,,,,,,,,,,,,,,
